version	digest	commit	date_validation
0.1.0-5f5d1b5	sha256:5e6d0b47f49fbcb2f672b6fd2205adced03fab8cfbc7b3f3aee8b378ac68ac6a	5f5d1b5	2026-08-19T19:13:06+02:00
